id,name,fullName,insCode,stockType,instrumentId,cisin,lSecVal,cSecVal,created_date
1295,فتوسا,تولید و توسعه سرب روی ایرانیان,55373808401388162,303,IRO3ILZZ0001,IRO3ILZZ0005,فلزات اساسي,27 ,2023-08-31T05:42:47.491Z
1297,توسن,توسعه سامانه ی نرم افزاری نگین,66315581735594751,303,IRO3TOSZ0001,IRO3TOSZ0008,رايانه و فعاليت‌هاي وابسته به آن,72 ,2023-08-31T05:42:47.914Z
1299,شاراک,پتروشیمی شازند,7711282667602555,300,IRO1PARK0001,IRO1PARK0008,محصولات شيميايي,44 ,2023-08-31T05:42:48.047Z
1301,اوان,مبین وان کیش,69847139870135237,303,IRO3MOBZ0001,IRO3MOBZ0004,اطلاعات و ارتباطات,73 ,2023-08-31T05:42:48.193Z
1303,غگل,گلوکوزان‌,22299894048845903,300,IRO1GCOZ0001,IRO1GCOZ0003,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:48.343Z
1305,ویسا,سرمایه گذاری ایساتیس پویا,69472361926040823,309,IRO7ISTP0001,IRO7ISTP0004,سرمايه گذاريها,56 ,2023-08-31T05:42:48.508Z
1315,آباد,توریستی ورفاهی آبادگران ایران,59612098290740355,300,IRO1ABAD0001,IRO1ABAD0002,هتل و رستوران,55 ,2023-08-31T05:42:49.181Z
1319,شکف,کف,58602432837130018,309,IRO7KAFP0001,IRO7KAFP0006,محصولات شيميايي,44 ,2023-08-31T05:42:49.432Z
1323,لطیف,محصولات کاغذی لطیف,16422980660132735,303,IRO3LPCZ0001,IRO3LPCZ0003,محصولات كاغذي,21 ,2023-08-31T05:42:49.718Z
1325,تپسی,پیشگامان فن آوری و دانش آرامیس,3839324986781871,303,IRO3TASZ0001,IRO3TASZ0004,رايانه و فعاليت‌هاي وابسته به آن,72 ,2023-08-31T05:42:49.878Z
1333,کی بی سی,شرکت کی بی سی,62977319271289925,303,IRO3KBCZ0001,IRO3KBCZ0000,مواد و محصولات دارويي,43 ,2023-08-31T05:42:50.564Z
1337,سصفها,سیمان‌اصفهان‌,10568944722570445,300,IRO1SEFH0001,IRO1SEFH0000,سيمان، آهك و گچ,53 ,2023-08-31T05:42:50.854Z
1341,قشهد,شهد,37631109616997982,300,IRO1GHND0001,IRO1GHND0005,قند و شكر,38 ,2023-08-31T05:42:51.162Z
1343,وفتخار2,سرمایه گذاری افتخار سهام,46301161290245669,309,IRO7EFSP0002,IRO7EFSP0004,سرمايه گذاريها,56 ,2023-08-31T05:42:51.274Z
1345,زپارس,ملی کشت و صنعت و دامپروری پارس,33420285433308219,300,IRO1ZPRS0001,IRO1ZPRS0001,زراعت و خدمات وابسته,01 ,2023-08-31T05:42:51.407Z
1351,خلنت,لنت‌ ترمزایران‌,14957056743925737,300,IRO1LENT0001,IRO1LENT0003,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:51.844Z
1353,بایکا,کارخانجات کابلسازی ‌ایران‌,23891830829322971,309,IRO7KBLP0001,IRO7KBLP0007,ماشين آلات و دستگاه‌هاي برقي,31 ,2023-08-31T05:42:52.041Z
1355,وپست2,پست بانک ایران,7370902509286095,300,IRO1BPST0002,IRO1BPST0007,بانكها و موسسات اعتباري,57 ,2023-08-31T05:42:52.162Z
1357,فخوز,فولاد  خوزستان,28864540805361867,300,IRO1FKHZ0001,IRO1FKHZ0003,فلزات اساسي,27 ,2023-08-31T05:42:52.309Z
1361,فرآور,فرآوریموادمعدنیایران‌,408934423224097,300,IRO1FRVR0001,IRO1FRVR0008,فلزات اساسي,27 ,2023-08-31T05:42:52.559Z
1367,حگردش,ریل گردش ایرانیان,53334304751609770,309,IRO7RGIP0001,IRO7RGIP0000,حمل ونقل، انبارداري و ارتباطات,60 ,2023-08-31T05:42:52.930Z
1296,ولیز,لیزینگ ایران,56802926348928053,309,IRO7LZIN0001,IRO7LZIN0005,ساير واسطه گريهاي مالي,58 ,2023-08-31T05:42:47.823Z
1298,بکاب,صنایع‌جوشکاب‌یزد,70219663893822560,300,IRO1JOSH0001,IRO1JOSH0004,ماشين آلات و دستگاه‌هاي برقي,31 ,2023-08-31T05:42:47.973Z
1304,تشتاد,صنایع تولیدی اشتاد ایران‌,66127247173352975,309,IRO7ESHP0001,IRO7ESHP0002,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:48.426Z
1306,وتوسم,سرمایه‌گذاریتوسعه‌ملی,17528249960294496,300,IRO1TMEL0001,IRO1TMEL0004,سرمايه گذاريها,56 ,2023-08-31T05:42:48.577Z
1314,آرمان,بیمه آرمان,38738476064699383,309,IRO7ARMP0001,IRO7ARMP0000,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:49.121Z
1316,خمحرکه,نیرو محرکه‌,39436183727126211,300,IRO1NMOH0001,IRO1NMOH0004,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:49.238Z
1322,مدیریت,س. و خدمات مدیریت صند. ب کشوری,12490072956930435,303,IRO3ISMZ0001,IRO3ISMZ0003,سرمايه گذاريها,56 ,2023-08-31T05:42:49.662Z
1324,کبافق,معادن‌ بافق‌,43256212620530446,300,IRO1BAFG0001,IRO1BAFG0004,استخراج كانه هاي فلزي,13 ,2023-08-31T05:42:49.819Z
1326,چدن,تولیدی چدن سازان,12329519546621752,300,IRO1CHDN0001,IRO1CHDN0009,ساخت محصولات فلزي,28 ,2023-08-31T05:42:49.934Z
1328,دلر,داروسازی اکسیر,4384288570322406,300,IRO1EXIR0001,IRO1EXIR0008,مواد و محصولات دارويي,43 ,2023-08-31T05:42:50.089Z
1330,فروی,ذوب روی اصفهان,29974853866926823,303,IRO3IZSZ0001,IRO3IZSZ0008,فلزات اساسي,27 ,2023-08-31T05:42:50.232Z
1334,ولپارس,لیزینگ پارسیان,48241092863917835,300,IRO1LPRS0001,IRO1LPRS0007,ساير واسطه گريهاي مالي,58 ,2023-08-31T05:42:50.650Z
1336,ولصنم,لیزینگ‌صنعت‌ومعدن‌,71744682148776880,300,IRO1LSMD0001,IRO1LSMD0006,ساير واسطه گريهاي مالي,58 ,2023-08-31T05:42:50.796Z
1338,غنوش,نوش‌ مازندران‌,48619517949257749,300,IRO1NOSH0001,IRO1NOSH0008,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:50.911Z
1346,دزهراوی,داروسازیزهراوی,8915450910866216,300,IRO1DZAH0001,IRO1DZAH0007,مواد و محصولات دارويي,43 ,2023-08-31T05:42:51.492Z
1350,مادیرا,صنایع مادیران,15917865009187760,303,IRO3IOMZ0001,IRO3IOMZ0007,توليد محصولات كامپيوتري الكترونيكي ونوري,26 ,2023-08-31T05:42:51.769Z
1356,خمهر,مهرکام‌پارس‌,17330546482145553,300,IRO1MHKM0001,IRO1MHKM0009,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:52.225Z
1360,مداران,داده‌پردازیایران‌,65999092673039059,300,IRO1DADE0001,IRO1DADE0006,رايانه و فعاليت‌هاي وابسته به آن,72 ,2023-08-31T05:42:52.502Z
1362,دکیمی,کیمیدارو,20024911381434086,300,IRO1KIMI0001,IRO1KIMI0004,مواد و محصولات دارويي,43 ,2023-08-31T05:42:52.618Z
1364,خچرخش,چرخشگر,33783140337377394,300,IRO1CHAR0001,IRO1CHAR0008,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:52.767Z
1368,امین,تامین سرمایه امین,58873907630765023,300,IRO1TSAN0001,IRO1TSAN0000,فعاليتهاي كمكي به نهادهاي مالي واسط,67 ,2023-08-31T05:42:52.998Z
1370,فاسمین,کالسیمین‌,66701874099226162,300,IRO1KSIM0001,IRO1KSIM0002,فلزات اساسي,27 ,2023-08-31T05:42:53.135Z
1372,وثوق,سرمایه گذاری وثوق امین,59839275647597021,309,IRO7VOSP0001,IRO7VOSP0002,سرمايه گذاريها,56 ,2023-08-31T05:42:53.251Z
1374,تفارس,تامین سرمایه خلیج فارس,22276798221643766,309,IRO7PGOP0001,IRO7PGOP0004,فعاليتهاي كمكي به نهادهاي مالي واسط,67 ,2023-08-31T05:42:53.374Z
1376,سنیر,سیمان‌ سفید نیریز,14231831499205396,300,IRO1SSNR0001,IRO1SSNR0002,سيمان، آهك و گچ,53 ,2023-08-31T05:42:53.495Z
1371,پلاست,کارخانجات تولیدی پلاستیران,52593789542874668,309,IRO7PLSP0001,IRO7PLSP0003,لاستيك و پلاستيك,25 ,2023-08-31T05:42:53.195Z
1373,آ س پ,آ.س.پ,17617474823279712,303,IRO3ASPZ0001,IRO3ASPZ0008,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:53.311Z
1375,بشهاب,لامپ‌  پارس‌ شهاب‌,69454539056549106,300,IRO1LAPS0001,IRO1LAPS0006,ماشين آلات و دستگاه‌هاي برقي,31 ,2023-08-31T05:42:53.436Z
1387,وغدیر,سرمایه‌گذاریغدیر(هلدینگ‌,26014913469567886,300,IRO1GDIR0001,IRO1GDIR0000,شركتهاي چند رشته اي صنعتي,39 ,2023-08-31T05:42:54.223Z
1395,بپاس,بیمه پاسارگاد,51971068201094874,303,IRO3BIPZ0001,IRO3BIPZ0009,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:54.820Z
1401,ثالوند,سرمایه گذاری مسکن الوند,16693610252404739,303,IRO3SLVZ0001,IRO3SLVZ0007,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:55.178Z
1403,وبصادر,بانک صادرات ایران,28320293733348826,300,IRO1BSDR0001,IRO1BSDR0003,بانكها و موسسات اعتباري,57 ,2023-08-31T05:42:55.347Z
1405,پارتا,مجتمع صنعتی آرتاویل تایر,72044846109864381,303,IRO3ARTZ0001,IRO3ARTZ0005,لاستيك و پلاستيك,25 ,2023-08-31T05:42:55.485Z
1409,کگل2,معدنی و صنعتی گل گهر,57376264268853589,300,IRO1GOLG0002,IRO1GOLG0005,استخراج كانه هاي فلزي,13 ,2023-08-31T05:42:55.792Z
1411,پخش,پخش البرز,12638840758449459,303,IRO3PKSH0001,IRO3PKSH0008,مواد و محصولات دارويي,43 ,2023-08-31T05:42:55.949Z
1417,فولای,صنایع فولاد آلیاژی یزد,14800142337291217,303,IRO3FAYZ0001,IRO3FAYZ0002,فلزات اساسي,27 ,2023-08-31T05:42:56.405Z
1419,تپمپی,پمپ‌ سازی ایران‌,43062880954780884,300,IRO1PIRN0001,IRO1PIRN0007,ماشين آلات و تجهيزات,29 ,2023-08-31T05:42:56.534Z
1423,کپرور,فرآوری زغال سنگ پروده طبس,22941065011246116,303,IRO3TBSZ0001,IRO3TBSZ0003,استخراج زغال سنگ,10 ,2023-08-31T05:42:56.799Z
1425,فرود,فولاد شاهرود,51017863148152520,303,IRO3SSTZ0001,IRO3SSTZ0004,فلزات اساسي,27 ,2023-08-31T05:42:56.923Z
1429,البرز,بیمه البرز,70270965300262393,300,IRO1BALB0001,IRO1BALB0001,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:57.225Z
1433,غاذر,کشت‌وصنعت‌پیاذر,35158826900216508,300,IRO1PIAZ0001,IRO1PIAZ0002,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:57.503Z
1441,سخاش,سیمان‌خاش‌,4470657233334072,300,IRO1SKHS0001,IRO1SKHS0007,سيمان، آهك و گچ,53 ,2023-08-31T05:42:58.155Z
1443,فالوم,آلومتک‌,19367527798307032,309,IRO7ALTP0001,IRO7ALTP0009,فلزات اساسي,27 ,2023-08-31T05:42:58.274Z
1445,کپارس,کاشی پارس‌,9698674686691945,300,IRO1KPRS0001,IRO1KPRS0008,كاشي و سراميك,49 ,2023-08-31T05:42:58.441Z
1447,قیستو,شرکت قند بیستون,4267564158935326,309,IRO7BSOP0001,IRO7BSOP0006,قند و شكر,38 ,2023-08-31T05:42:58.621Z
1449,غشوکو,شوکو پارس,51294484197536070,309,IRO7SPRP0001,IRO7SPRP0007,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:58.775Z
1382,دسانکو,داروسازی سبحان انکولوژی,47348197320716810,303,IRO3DSNZ0001,IRO3DSNZ0007,مواد و محصولات دارويي,43 ,2023-08-31T05:42:53.905Z
1384,وتوسکا,سرمایه گذاری توسعه توکا,48457557221009333,309,IRO7TDIP0001,IRO7TDIP0001,سرمايه گذاريها,56 ,2023-08-31T05:42:54.017Z
1386,غصینو,صنعتی مینو,71758511001096824,303,IRO3MINZ0001,IRO3MINZ0008,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:54.144Z
1402,غالبر,لبنیات‌ کالبر,24303422207378456,300,IRO1KLBR0001,IRO1KLBR0001,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:55.262Z
1404,خزر,فنرسازیزر,32821908911812078,300,IRO1FNAR0001,IRO1FNAR0007,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:55.420Z
1410,خصدرا,صنعتی دریایی ایران‌,2318736941376687,309,IRO7SDRP0001,IRO7SDRP0001,پيمانكاري صنعتي,45 ,2023-08-31T05:42:55.846Z
1412,چنوپا,نیوپان‌ 22 بهمن‌,43023243844297350,309,IRO7NEOP0001,IRO7NEOP0008,محصولات چوبي,20 ,2023-08-31T05:42:56.031Z
1414,دبالک,مواد اولیه دارویی البرز بالک,71510396252618330,303,IRO3BLKZ0001,IRO3BLKZ0009,مواد و محصولات دارويي,43 ,2023-08-31T05:42:56.186Z
1416,غگیلا,شیرپاستوریزه پگاه گیلان,57300230097485720,303,IRO3PEGZ0001,IRO3PEGZ0008,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:56.307Z
1418,شلعاب,لعابیران‌,39116664428676213,300,IRO1LEAB0001,IRO1LEAB0008,محصولات شيميايي,44 ,2023-08-31T05:42:56.465Z
1422,فمراد,آلومراد,18004480270695404,300,IRO1ALMR0001,IRO1ALMR0000,فلزات اساسي,27 ,2023-08-31T05:42:56.732Z
1424,ثزاگرس,سرمایه گذاری توسعه عمران زاگرس,28854105556435129,309,IRO7CZGP0001,IRO7CZGP0006,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:56.860Z
1426,پارسان,گسترش نفت و گاز پارسیان,23441366113375722,300,IRO1PASN0001,IRO1PASN0004,محصولات شيميايي,44 ,2023-08-31T05:42:57.007Z
1430,دپارس,پارس‌ دارو,70474983732269112,300,IRO1PDRO0001,IRO1PDRO0001,مواد و محصولات دارويي,43 ,2023-08-31T05:42:57.308Z
1432,شاراک2,پتروشیمی شازند,23719082605583820,300,IRO1PARK0002,IRO1PARK0008,محصولات شيميايي,44 ,2023-08-31T05:42:57.431Z
1438,شپدیس,پتروشیمی پردیس,20562694899904339,300,IRO1PRDZ0001,IRO1PRDZ0008,محصولات شيميايي,44 ,2023-08-31T05:42:57.913Z
1444,فبیرا,بسته‌ بندی ایران‌,49399017998386087,309,IRO7BIRP0001,IRO7BIRP0005,ساخت محصولات فلزي,28 ,2023-08-31T05:42:58.375Z
1446,کایتا,ایتالران‌,45608932669358493,309,IRO7ITLP0001,IRO7ITLP0001,ساير محصولات كاني غيرفلزي,54 ,2023-08-31T05:42:58.542Z
1448,کساوه,صنایع‌ کاشی و سرامیک‌ سینا,25001509088465005,300,IRO1SINA0001,IRO1SINA0003,كاشي و سراميك,49 ,2023-08-31T05:42:58.680Z
1450,هجرت,پخش هجرت,5317427172344706,303,IRO3HEDZ0001,IRO3HEDZ0001,مواد و محصولات دارويي,43 ,2023-08-31T05:42:58.864Z
1456,ذوب,ذوب آهن اصفهان,71483646978964608,300,IRO1ZOBI0001,IRO1ZOBI0002,فلزات اساسي,27 ,2023-08-31T05:42:59.294Z
1458,ثنوسا,نوسازیوساختمان‌تهران‌,32845891587040106,300,IRO1NSTH0001,IRO1NSTH0003,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:59.443Z
1455,ثپردیس,سرمایه گذاری مسکن پردیس,53999651992586159,303,IRO3MPRZ0001,IRO3MPRZ0005,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:59.199Z
1461,سآبیک2,سیمان آبیک,35693242297525330,300,IRO1ABIK0002,IRO1ABIK0005,سيمان، آهك و گچ,53 ,2023-08-31T05:42:59.641Z
1463,ساروم,سیمان‌ارومیه‌,15949743338644220,300,IRO1SURO0001,IRO1SURO0007,سيمان، آهك و گچ,53 ,2023-08-31T05:42:59.779Z
1465,تلیسه,دامداری تلیسه نمونه,41781090739318251,303,IRO3TLIZ0001,IRO3TLIZ0003,زراعت و خدمات وابسته,01 ,2023-08-31T05:42:59.927Z
1467,گکوثر,هتل پارسیان کوثر اصفهان,66599109405217136,303,IRO3PKHZ0001,IRO3PKHZ0009,هتل و رستوران,55 ,2023-08-31T05:43:00.085Z
1473,فجر,فولاد امیرکبیرکاشان,41302553376174581,300,IRO1FAJR0001,IRO1FAJR0003,فلزات اساسي,27 ,2023-08-31T05:43:00.505Z
1475,سغدیر,توسعه سرمایه و صنعت غدیر,21096748051392414,303,IRO3GHIZ0001,IRO3GHIZ0004,سيمان، آهك و گچ,53 ,2023-08-31T05:43:00.707Z
1479,وآفر,سرمایه گذاری ارزش آفرینان,45991797190214892,309,IRO7AFRP0001,IRO7AFRP0009,سرمايه گذاريها,56 ,2023-08-31T05:43:00.972Z
1487,بکهنوج,تولید برق ماهتاب کهنوج,7628308021169118,303,IRO3KAHZ0001,IRO3KAHZ0006,عرضه برق، گاز، بخاروآب گرم,40 ,2023-08-31T05:43:01.568Z
1495,شستا,سرمایه گذاری تامین اجتماعی,2400322364771558,300,IRO1TAMN0001,IRO1TAMN0006,شركتهاي چند رشته اي صنعتي,39 ,2023-08-31T05:43:02.128Z
1503,شستا2,سرمایه گذاری تامین اجتماعی,4585123877892473,300,IRO1TAMN0002,IRO1TAMN0006,شركتهاي چند رشته اي صنعتي,39 ,2023-08-31T05:43:02.739Z
1507,داوه,داروسازی آوه سینا,5305844922895340,303,IRO3AVLZ0001,IRO3AVLZ0007,مواد و محصولات دارويي,43 ,2023-08-31T05:43:02.998Z
1513,وپخش,داروپخش‌ (هلدینگ‌,7183333492448248,300,IRO1DARO0001,IRO1DARO0008,مواد و محصولات دارويي,43 ,2023-08-31T05:43:03.414Z
1515,ثاصفا,شرکت‌ ساختمان‌ اصفهان‌,7503669593172728,309,IRO7SESP0001,IRO7SESP0009,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:43:03.572Z
1525,گدنا,تهیه توزیع غذای دنا آفرین فدک,10114441830266109,303,IRO3DCAZ0001,IRO3DCAZ0000,هتل و رستوران,55 ,2023-08-31T05:43:04.311Z
1529,وسکاب,س.ص.بازنشستگی کارکنان بانکها,11258722998911897,300,IRO1SKBV0001,IRO1SKBV0008,سرمايه گذاريها,56 ,2023-08-31T05:43:04.647Z
1535,وبشهر,توسعه‌ صنایع‌ بهشهر(هلدینگ,13937270451301973,300,IRO1TSBE0001,IRO1TSBE0000,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:43:05.131Z
1468,فسا,پتروشیمی فسا,318005355896147,309,IRO7PFSP0001,IRO7PFSP0001,محصولات شيميايي,44 ,2023-08-31T05:43:00.155Z
1470,فسازان,غلتک سازان سپاهان,12874072841236826,300,IRO1FSAZ0001,IRO1FSAZ0002,فلزات اساسي,27 ,2023-08-31T05:43:00.275Z
1474,نشار,کارخانجات پشمبافی افشار یزد,49129081625829210,309,IRO7KPAP0001,IRO7KPAP0004,منسوجات,17 ,2023-08-31T05:43:00.611Z
1480,فنورد,نوردوقطعات‌ فولادی,56324206651661881,300,IRO1NGFO0001,IRO1NGFO0004,فلزات اساسي,27 ,2023-08-31T05:43:01.033Z
1484,غفارس,شیر پاستوریزه پگاه فارس,16410724132711490,303,IRO3GFRZ0001,IRO3GFRZ0005,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:43:01.327Z
1486,نوری2,پتروشیمی نوری,59790454174492173,300,IRO1NORI0002,IRO1NORI0008,محصولات شيميايي,44 ,2023-08-31T05:43:01.502Z
1488,کزغال,زغال سنگ پروده طبس,28291104595448527,303,IRO3TPCZ0001,IRO3TPCZ0005,استخراج زغال سنگ,10 ,2023-08-31T05:43:01.666Z
1490,ثنام,س ساختمانی ب نام آوران مهندسی,831325835570803,309,IRO7CNAP0001,IRO7CNAP0006,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:43:01.807Z
1500,سفانو,سیمان فارس نو,4528607775462304,300,IRO1SFNO0001,IRO1SFNO0000,سيمان، آهك و گچ,53 ,2023-08-31T05:43:02.513Z
1506,لپارس,پارس‌ الکتریک‌,5187018329202415,300,IRO1PELC0001,IRO1PELC0000,ساخت دستگاه‌ها و وسايل ارتباطي,32 ,2023-08-31T05:43:02.924Z
1508,زفکا,کشت و دامداری فکا,5427792638736934,303,IRO3FAAZ0001,IRO3FAAZ0000,زراعت و خدمات وابسته,01 ,2023-08-31T05:43:03.059Z
1510,شگویا,پتروشیمی تندگویان,5987841496184505,303,IRO3TPEZ0001,IRO3TPEZ0003,محصولات شيميايي,44 ,2023-08-31T05:43:03.213Z
1514,خمحور,تولیدمحورخودرو,7457232989848872,300,IRO1TMKH0001,IRO1TMKH0002,خودرو و ساخت قطعات,34 ,2023-08-31T05:43:03.509Z
1520,کطبس,ذغال‌سنگ‌ نگین‌ ط‌بس‌,8977369674477111,300,IRO1TBAS0001,IRO1TBAS0004,استخراج زغال سنگ,10 ,2023-08-31T05:43:03.885Z
1524,پارسیان,بیمه پارسیان,9481703061634967,300,IRO1IPAR0001,IRO1IPAR0002,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:43:04.205Z
1526,سیتا,سرمایه گذاری سیمان تامین,10171945867136336,300,IRO1SITA0001,IRO1SITA0007,سيمان، آهك و گچ,53 ,2023-08-31T05:43:04.411Z
1528,قاروم,قند ارومیه,10831074117626896,309,IRO7GHUP0001,IRO7GHUP0006,قند و شكر,38 ,2023-08-31T05:43:04.561Z
1532,وحکمت,بیمه حکمت صبا,12777578088653944,309,IRO7HSIP0001,IRO7HSIP0008,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:43:04.909Z
1544,آینده,بازرگانی آینده سازان بهشت پارس,17933573078185644,309,IRO7BHEP0001,IRO7BHEP0001,زراعت و خدمات وابسته,01 ,2023-08-31T05:43:05.820Z
1546,دتولید,داروسازی تولید دارو,18093681647131179,303,IRO3DTDZ0001,IRO3DTDZ0008,مواد و محصولات دارويي,43 ,2023-08-31T05:43:05.982Z
1541,سفارس,سیمان فارس و خوزستان,15521712617204216,300,IRO1SFKZ0001,IRO1SFKZ0000,سيمان، آهك و گچ,53 ,2023-08-31T05:43:05.612Z
1545,ثغرب,شرکت سرمایه گذاری مسکن شمالغرب,17939384202383793,303,IRO3CGRZ0001,IRO3CGRZ0008,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:43:05.888Z
1549,شصفها,پتروشیمی اصفهان‌,18346219759153870,309,IRO7PESP0001,IRO7PESP0002,محصولات شيميايي,44 ,2023-08-31T05:43:06.158Z
1559,فسدید,لوله‌وتجهیزات‌ سدید - ورشکسته,20966291817819448,309,IRO7LSDP0001,IRO7LSDP0007,فلزات اساسي,27 ,2023-08-31T05:43:06.907Z
1561,استقلال,استقلال,22259718159702272,309,IRO7ESLP0001,IRO7ESLP0006,فعاليتهاي فرهنگي و ورزشي,93 ,2023-08-31T05:43:07.040Z
1565,ولغدر,لیزینگ‌خودروغدیر,23086515493897579,300,IRO1LKGH0001,IRO1LKGH0008,ساير واسطه گريهاي مالي,58 ,2023-08-31T05:43:07.348Z
1567,دکوثر,داروسازی کوثر,23353689102956991,300,IRO1DKSR0001,IRO1DKSR0002,مواد و محصولات دارويي,43 ,2023-08-31T05:43:07.520Z
1569,پدرخش,درخشان‌ تهران‌,24079409192818584,300,IRO1DRKH0001,IRO1DRKH0005,لاستيك و پلاستيك,25 ,2023-08-31T05:43:07.656Z
1571,سباقر,سیمان باقران,24807173016704795,309,IRO7CBBP0001,IRO7CBBP0009,سيمان، آهك و گچ,53 ,2023-08-31T05:43:07.795Z
1581,سجام,مجتمع سیمان غرب آسیا,28328083629154916,303,IRO3SASP0001,IRO3SASP0007,سيمان، آهك و گچ,53 ,2023-08-31T05:43:08.525Z
1583,کاسپین,داروسازی کاسپین تامین,28431095903407567,303,IRO3KSPZ0001,IRO3KSPZ0006,مواد و محصولات دارويي,43 ,2023-08-31T05:43:08.667Z
1599,غگرجی,بیسکویت‌  گرجی,31024260997481994,300,IRO1GORJ0001,IRO1GORJ0006,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:43:09.771Z
1609,برکت,گروه دارویی برکت,34557241988629814,300,IRO1BRKT0001,IRO1BRKT0003,مواد و محصولات دارويي,43 ,2023-08-31T05:43:10.499Z
1615,قتربت,قند تربت حیدریه,35515916857426389,309,IRO7TSUP0001,IRO7TSUP0008,قند و شكر,38 ,2023-08-31T05:43:10.886Z
1550,امید,تامین سرمایه امید,18599703143458101,300,IRO1OMID0001,IRO1OMID0005,فعاليتهاي كمكي به نهادهاي مالي واسط,67 ,2023-08-31T05:43:06.242Z
1552,ثرود,سرمایه‌گذاری مسکن زاینده رود,18883380772506226,303,IRO3ZNDZ0001,IRO3ZNDZ0008,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:43:06.407Z
1558,فاراک,ماشین‌ سازی اراک‌,20865316761157979,300,IRO1MARK0001,IRO1MARK0001,ساخت محصولات فلزي,28 ,2023-08-31T05:43:06.855Z
1560,بموتو,موتوژن‌,22086876724551482,300,IRO1MOTJ0001,IRO1MOTJ0006,ماشين آلات و دستگاه‌هاي برقي,31 ,2023-08-31T05:43:06.971Z
1562,تمحرکه,ماشین سازی نیرو محرکه,22427604495160869,309,IRO7NMTP0001,IRO7NMTP0003,ماشين آلات و تجهيزات,29 ,2023-08-31T05:43:07.105Z
1568,کتوسعه,توسعه صنایع و معادن کوثر,23374429962331387,303,IRO3KOMZ0001,IRO3KOMZ0003,استخراج ساير معادن,14 ,2023-08-31T05:43:07.584Z
1570,وپویا,سرمایه گذاری پویا,24785665268004766,303,IRO3PIVZ0001,IRO3PIVZ0005,سرمايه گذاريها,56 ,2023-08-31T05:43:07.742Z
1580,رکیش,کارت اعتباری ایران کیش,27952969918967492,300,IRO1RKSH0001,IRO1RKSH0008,رايانه و فعاليت‌هاي وابسته به آن,72 ,2023-08-31T05:43:08.449Z
1582,وبوعلی,سرمایه‌گذاریبوعلی,28328710198554144,300,IRO1BALI0001,IRO1BALI0004,سرمايه گذاريها,56 ,2023-08-31T05:43:08.608Z
1629,قصفها,قنداصفهان‌,40411537531154482,300,IRO1GESF0001,IRO1GESF0001,قند و شكر,38 ,2023-08-31T05:43:11.851Z
1631,شدوص,دوده‌ صنعتی پارس‌,40611478183231802,300,IRO1DODE0001,IRO1DODE0000,محصولات شيميايي,44 ,2023-08-31T05:43:11.981Z
1635,خاذین,سایپاآذین‌,42075223783409640,300,IRO1AZIN0001,IRO1AZIN0004,خودرو و ساخت قطعات,34 ,2023-08-31T05:43:12.274Z
1639,غبشهر,صنعتی بهشهر,42387718866026650,300,IRO1SBEH0001,IRO1SBEH0004,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:43:12.590Z
1642,زکوثر,سرمایه گذاری کشاورزی کوثر,42599305106713939,300,IRO1KOSR0001,IRO1KOSR0009,زراعت و خدمات وابسته,01 ,2023-08-31T05:43:12.805Z
1647,پشاهن,تولیدی پلاستیک‌ شاهین,44052047028305231,309,IRO7SHIP0001,IRO7SHIP0008,لاستيك و پلاستيك,25 ,2023-08-31T05:43:13.144Z
