id,name,fullName,insCode,stockType,instrumentId,cisin,lSecVal,cSecVal,created_date
724,وآیند,بانک  آینده,46830341954511303,309,IRO7AYNP0001,IRO7AYNP0000,بانكها و موسسات اعتباري,57 ,2023-08-31T05:42:06.975Z
726,فلامی,لامیران‌,25286509736208688,300,IRO1LAMI0001,IRO1LAMI0001,ساخت محصولات فلزي,28 ,2023-08-31T05:42:07.148Z
736,قشیر,قند شیروان قوچان و بجنورد,71523986304961239,303,IRO3GHSZ0001,IRO3GHSZ0002,قند و شكر,38 ,2023-08-31T05:42:07.841Z
738,ساوه,سیمان ساوه,32347247706508046,303,IRO3SACZ0001,IRO3SACZ0003,سيمان، آهك و گچ,53 ,2023-08-31T05:42:08.012Z
740,خبنیان,بنیان دیزل,37089148943784077,309,IRO7BDZP0001,IRO7BDZP0000,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:08.157Z
748,تیپیکو,سرمایه گذاری دارویی تامین,29758477602878557,300,IRO1DTIP0001,IRO1DTIP0007,مواد و محصولات دارويي,43 ,2023-08-31T05:42:08.687Z
749,وکبهمن,مدیریت سرمایه گذاری کوثربهمن,64973252728260903,303,IRO3KBIZ0001,IRO3KBIZ0004,سرمايه گذاريها,56 ,2023-08-31T05:42:08.772Z
752,کارام,صنایع سرام آرا,69904617508102874,309,IRO7CEIP0001,IRO7CEIP0009,كاشي و سراميك,49 ,2023-08-31T05:42:08.942Z
753,اسیاتک,انتقال داده های آسیاتک,14079693677610396,300,IRO1ASTC0001,IRO1ASTC0003,اطلاعات و ارتباطات,73 ,2023-08-31T05:42:09.001Z
754,ثامید,توسعه و عمران امید,18568733593280948,300,IRO1TOOM0001,IRO1TOOM0009,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:09.071Z
755,خودرو2,ایران‌ خودرو,34610263803983222,300,IRO1IKCO0002,IRO1IKCO0008,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:09.134Z
756,ولتجار,واسپاری تجارت وسرمایه ایرانیان,34621618468546063,309,IRO7GSIP0001,IRO7GSIP0009,ساير واسطه گريهاي مالي,58 ,2023-08-31T05:42:09.190Z
757,باران,بیمه زندگی باران,26882843763780650,309,IRO7BLIP0001,IRO7BLIP0001,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:09.249Z
758,کاما,باما,4942127026063388,300,IRO1BAMA0001,IRO1BAMA0001,استخراج كانه هاي فلزي,13 ,2023-08-31T05:42:09.373Z
760,فافق,صنایع مس افق کرمان,22424135367941584,309,IRO7OKCZ0001,IRO7OKCZ0001,فلزات اساسي,27 ,2023-08-31T05:42:09.488Z
761,سایرا,ایرانیت‌,62558705479545830,309,IRO7IRNP0001,IRO7IRNP0001,ساير محصولات كاني غيرفلزي,54 ,2023-08-31T05:42:09.559Z
766,فکمند,گسترش قطعه سازی کمند,70309338813767186,309,IRO7KPMP0001,IRO7KPMP0000,ساخت محصولات فلزي,28 ,2023-08-31T05:42:09.890Z
767,وگردش,بانک گردشگری,7920014658832193,309,IRO7GRDZ0001,IRO7GRDZ0003,بانكها و موسسات اعتباري,57 ,2023-08-31T05:42:09.944Z
769,فاذر,صنایع‌ آذرآب‌,38547060135156069,300,IRO1AZAB0001,IRO1AZAB0006,ساخت محصولات فلزي,28 ,2023-08-31T05:42:10.098Z
770,فروسیل,فروسیلیسیم خمین,44846320603450383,303,IRO3FERZ0001,IRO3FERZ0007,فلزات اساسي,27 ,2023-08-31T05:42:10.189Z
773,بمپنا,تولید برق عسلویه  مپنا,39807886630843041,303,IRO3BMAZ0001,IRO3BMAZ0000,عرضه برق، گاز، بخاروآب گرم,40 ,2023-08-31T05:42:10.393Z
777,شبصیر,تولیدات پتروشیمی قائد بصیر,68517032834363488,303,IRO3BSRZ0001,IRO3BSRZ0005,محصولات شيميايي,44 ,2023-08-31T05:42:10.646Z
783,بزاگرس,نیروگاه زاگرس کوثر,29882244560576007,303,IRO3ZKPZ0001,IRO3ZKPZ0007,عرضه برق، گاز، بخاروآب گرم,40 ,2023-08-31T05:42:11.040Z
789,ولقمان,سرمایه گذاری لقمان,31959715133485440,309,IRO7LOIP0001,IRO7LOIP0006,سرمايه گذاريها,56 ,2023-08-31T05:42:11.428Z
793,سبجنو,سیمان‌ بجنورد,66295665969375744,300,IRO1SBOJ0001,IRO1SBOJ0000,سيمان، آهك و گچ,53 ,2023-08-31T05:42:11.683Z
795,ثجنوب,سرمایه گذاری مسکن جنوب,60887982279284651,303,IRO3MSJZ0001,IRO3MSJZ0002,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:11.821Z
803,دفرا,فرآورده‌های تزریقی ایران‌,18303237082155264,300,IRO1FTIR0001,IRO1FTIR0003,مواد و محصولات دارويي,43 ,2023-08-31T05:42:12.356Z
805,میهن,بیمه میهن,26543014712914772,303,IRO3MIHZ0001,IRO3MIHZ0006,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:12.483Z
807,خپارس,پارس خودرو,25211433301660888,309,IRO7PKOD0001,IRO7PKOD0002,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:12.654Z
809,پترول,گ.س.وت.ص.پتروشیمی خلیج فارس,69143674941561637,300,IRO1IPTR0001,IRO1IPTR0001,محصولات شيميايي,44 ,2023-08-31T05:42:12.795Z
821,اعتلا,شرکت سرمایه گذاری اعتلاء البرز,36773155987365094,303,IRO3ETLZ0001,IRO3ETLZ0007,سرمايه گذاريها,56 ,2023-08-31T05:42:13.631Z
827,ولملت,واسپاری ملت,11403770140000603,300,IRO1VLMT0001,IRO1VLMT0003,ساير واسطه گريهاي مالي,58 ,2023-08-31T05:42:14.083Z
835,وبصادر2,بانک صادرات ایران,19382635978639373,300,IRO1BSDR0002,IRO1BSDR0003,بانكها و موسسات اعتباري,57 ,2023-08-31T05:42:14.670Z
837,سکرما,سیمان‌ کرمان‌,15472396110662150,300,IRO1SKER0001,IRO1SKER0001,سيمان، آهك و گچ,53 ,2023-08-31T05:42:14.782Z
839,توریل,توکاریل,37389789764168256,303,IRO3TORZ0001,IRO3TORZ0009,حمل ونقل، انبارداري و ارتباطات,60 ,2023-08-31T05:42:14.923Z
841,سهگمت,سیمان‌هگمتان‌,41284516796232939,300,IRO1SHGN0001,IRO1SHGN0008,سيمان، آهك و گچ,53 ,2023-08-31T05:42:15.037Z
847,ثمسکن,سرمایه‌گذاری مسکن‌,3863538898378476,300,IRO1MSKN0001,IRO1MSKN0005,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:15.485Z
849,ثتوسا,س.توسعه و عمران استان اردبیل,47702059190622416,309,IRO7CTSP0001,IRO7CTSP0000,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:15.634Z
851,وتوشه,سرمایه‌ گذاری پارس‌ توشه‌,54676885047867737,300,IRO1TSHE0001,IRO1TSHE0004,ماشين آلات و تجهيزات,29 ,2023-08-31T05:42:15.749Z
853,خکار,ایرکا پارت صنعت,59217041815333317,300,IRO1KRIR0001,IRO1KRIR0008,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:15.899Z
855,خساپا2,سایپا,64377437823895622,300,IRO1SIPA0002,IRO1SIPA0001,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:16.042Z
857,وبیمه,سرمایه‌ گذاری صنعت‌ بیمه‌,11773403764702778,300,IRO1BIME0001,IRO1BIME0009,سرمايه گذاريها,56 ,2023-08-31T05:42:16.189Z
778,حتوکا,حمل‌ونقل‌توکا,22260326095996531,300,IRO1HTOK0001,IRO1HTOK0000,حمل ونقل، انبارداري و ارتباطات,60 ,2023-08-31T05:42:10.712Z
796,ومعلم,بیمه معلم,6847536925606808,303,IRO3MOIZ0001,IRO3MOIZ0007,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:11.895Z
798,قجام,فرآوردههای غذایی وقندتربت‌جام‌,28230238564334914,309,IRO7GTOP0001,IRO7GTOP0000,قند و شكر,38 ,2023-08-31T05:42:12.015Z
800,خاهن,آهنگری تراکتورسازی ایران‌,7483280423474368,300,IRO1ATIR0001,IRO1ATIR0008,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:12.169Z
804,وپست,پست بانک ایران,22087269603540841,300,IRO1BPST0001,IRO1BPST0007,بانكها و موسسات اعتباري,57 ,2023-08-31T05:42:12.423Z
806,کگل,معدنی و صنعتی گل گهر,35700344742885862,300,IRO1GOLG0001,IRO1GOLG0005,استخراج كانه هاي فلزي,13 ,2023-08-31T05:42:12.593Z
810,غدشت,دشت‌ مرغاب‌,2434703913394836,300,IRO1DMOR0001,IRO1DMOR0004,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:12.853Z
812,نیان,نیان الکترونیک,20652241232631918,303,IRO3NIAZ0001,IRO3NIAZ0002,توليد محصولات كامپيوتري الكترونيكي ونوري,26 ,2023-08-31T05:42:12.976Z
816,وساپا,سرمایه‌گذاری سایپا,37614886280396031,300,IRO1SSAP0001,IRO1SSAP0009,سرمايه گذاريها,56 ,2023-08-31T05:42:13.251Z
822,ثجوان,تامین مسکن جوانان,30507152381699953,309,IRO7SJVP0001,IRO7SJVP0009,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:13.689Z
826,ومعادن2,توسعه‌معادن‌وفلزات‌,5155287013753993,300,IRO1MADN0002,IRO1MADN0004,استخراج كانه هاي فلزي,13 ,2023-08-31T05:42:13.996Z
828,شتوکا,توکا رنگ فولاد سپاهان,38555056423456635,303,IRO3TPSZ0001,IRO3TPSZ0007,محصولات شيميايي,44 ,2023-08-31T05:42:14.148Z
830,کمنگنز,معادن‌منگنزایران‌,50341528161302545,300,IRO1MNGZ0001,IRO1MNGZ0002,استخراج كانه هاي فلزي,13 ,2023-08-31T05:42:14.278Z
836,حرهشا,رهشاد سپاهان (سهامی عام,30443839313522574,309,IRO7RAHP0001,IRO7RAHP0007,حمل ونقل، انبارداري و ارتباطات,60 ,2023-08-31T05:42:14.726Z
838,تکنار,مجتمع معادن مس تکنار,52455922800537930,309,IRO7NARP0001,IRO7NARP0009,استخراج كانه هاي فلزي,13 ,2023-08-31T05:42:14.836Z
842,شکلر,نیروکلر,62177651435283872,300,IRO1NKOL0001,IRO1NKOL0000,محصولات شيميايي,44 ,2023-08-31T05:42:15.099Z
844,خفولا,خدمات فنی فولاد یزد,23049019886587905,309,IRO7KHEP0001,IRO7KHEP0000,خدمات فني و مهندسي,74 ,2023-08-31T05:42:15.271Z
846,کهمدا,شیشه‌ همدان‌,67206358287598044,300,IRO1SHMD0001,IRO1SHMD0002,ساير محصولات كاني غيرفلزي,54 ,2023-08-31T05:42:15.394Z
848,زبینا,کشاورزی و دامپروری بینالود,54482686501491508,303,IRO3BAHZ0001,IRO3BAHZ0007,زراعت و خدمات وابسته,01 ,2023-08-31T05:42:15.580Z
850,لازما,کارخانه های صنعتی آزمایش,50368344235826302,309,IRO7AZMP0001,IRO7AZMP0000,ماشين آلات و تجهيزات,29 ,2023-08-31T05:42:15.692Z
852,شجم,صنایع پتروشیمی تخت جمشید,6116572045021585,303,IRO3TJPZ0001,IRO3TJPZ0008,محصولات شيميايي,44 ,2023-08-31T05:42:15.835Z
856,وسپهر,سرمایه گذاری مالی سپهرصادرات,114312662654155,303,IRO3SAIZ0001,IRO3SAIZ0007,سرمايه گذاريها,56 ,2023-08-31T05:42:16.102Z
860,دفارا,داروسازی فارابی,56550776668133562,300,IRO1DFRB0001,IRO1DFRB0008,مواد و محصولات دارويي,43 ,2023-08-31T05:42:16.428Z
861,فنوال,نورد آلومینیوم‌,57875847776839336,300,IRO1NALM0001,IRO1NALM0004,فلزات اساسي,27 ,2023-08-31T05:42:16.487Z
863,چکاپا,گروه صنایع کاغذ پارس,28957320033282870,300,IRO1KAPA0011,IRO1KAPA0015,محصولات كاغذي,21 ,2023-08-31T05:42:16.649Z
865,فاهواز,نورد و لوله اهواز,44296315953738727,309,IRO7FAHP0001,IRO7FAHP0001,فلزات اساسي,27 ,2023-08-31T05:42:16.819Z
867,داسوه,داروسازی اسوه‌,12387472624849835,300,IRO1DOSE0001,IRO1DOSE0003,مواد و محصولات دارويي,43 ,2023-08-31T05:42:16.962Z
869,خدیزل,بهمن  دیزل,38084304113529336,303,IRO3DZLZ0001,IRO3DZLZ0000,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:17.117Z
871,دتهران‌,داروسازی تهران‌ دارو,14985138705106402,309,IRO7THDP0001,IRO7THDP0002,مواد و محصولات دارويي,43 ,2023-08-31T05:42:17.296Z
873,آواپارس,بیمه اتکایی آوای پارس70% تادیه,17232252152159494,309,IRO7AVPP0001,IRO7AVPP0001,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:17.417Z
875,زملارد,کشاورزی و دامپروری ملارد شیر,14916489896692147,303,IRO3MAHZ0001,IRO3MAHZ0004,زراعت و خدمات وابسته,01 ,2023-08-31T05:42:17.547Z
877,معیار ,سرمایه گذاری معیار صنعت پارس,50580753680043015,309,IRO7PSMP0001,IRO7PSMP0002,سرمايه گذاريها,56 ,2023-08-31T05:42:17.660Z
881,وکادو,تکادو,56717416662584054,309,IRO7TKDP0001,IRO7TKDP0007,سرمايه گذاريها,56 ,2023-08-31T05:42:17.992Z
883,چکاوه,صنایع‌کاغذسازیکاوه‌,24254843881948059,300,IRO1KSKA0001,IRO1KSKA0002,محصولات كاغذي,21 ,2023-08-31T05:42:18.118Z
891,سبهان,سیمان‌ بهبهان‌,32525655729432562,300,IRO1SBHN0001,IRO1SBHN0003,سيمان، آهك و گچ,53 ,2023-08-31T05:42:18.659Z
893,ثاخت,بین‌المللیتوسعه‌ساختمان,17800036702302776,300,IRO1BSTE0001,IRO1BSTE0000,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:18.771Z
895,خفنر,فنرسازیخاور,28033133021443774,300,IRO1KFAN0001,IRO1KFAN0004,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:18.916Z
899,رتکو,کنترل ‌خوردگی ‌تکین ‌کوی,49854144784855542,309,IRO7TKIN0001,IRO7TKIN0004,خدمات فني و مهندسي,74 ,2023-08-31T05:42:19.203Z
901,وغدیر2,سرمایه‌گذاریغدیر(هلدینگ‌,49373621277888271,300,IRO1GDIR0002,IRO1GDIR0000,شركتهاي چند رشته اي صنعتي,39 ,2023-08-31T05:42:19.359Z
903,حفارس,حمل و نقل بین المللی خلیج فارس,35424116338766901,300,IRO1HFRS0001,IRO1HFRS0005,حمل ونقل، انبارداري و ارتباطات,60 ,2023-08-31T05:42:19.490Z
905,ناما,تولیدی مخازن گازطبیعی آسیاناما,10411249540376641,303,IRO3NAMZ0001,IRO3NAMZ0006,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:19.608Z
907,وهامون,سرمایه گذاری هامون صبا,19348717261145458,303,IRO3HAIZ0001,IRO3HAIZ0000,سرمايه گذاريها,56 ,2023-08-31T05:42:19.730Z
913,وپسا,س. پتروشیمی ساختمان  خلیج فارس,11560002870991149,309,IRO7PGIP0001,IRO7PGIP0002,پيمانكاري صنعتي,45 ,2023-08-31T05:42:20.102Z
915,سرچشمه,سرمایه گذاری مس سرچشمه,35948133957468680,303,IRO3SARZ0001,IRO3SARZ0006,سرمايه گذاريها,56 ,2023-08-31T05:42:20.225Z
917,سشمال,سیمان‌ شمال‌,6757220448540984,300,IRO1SIMS0001,IRO1SIMS0004,سيمان، آهك و گچ,53 ,2023-08-31T05:42:20.410Z
919,فولاد,فولاد مبارکه اصفهان,46348559193224090,300,IRO1FOLD0001,IRO1FOLD0009,فلزات اساسي,27 ,2023-08-31T05:42:20.533Z
921,فزر2,پویا زرکان آق دره,32855449879157103,303,IRO3PZAZ0002,IRO3PZAZ0009,استخراج كانه هاي فلزي,13 ,2023-08-31T05:42:20.667Z
923,وامید,گروه مدیریت سرمایه گذاری امید,52232388263291380,300,IRO1OIMC0001,IRO1OIMC0006,شركتهاي چند رشته اي صنعتي,39 ,2023-08-31T05:42:20.795Z
927,حکشتی,کشتیرانی جمهوری اسلامی ایران,60610861509165508,300,IRO1KSHJ0001,IRO1KSHJ0008,حمل ونقل، انبارداري و ارتباطات,60 ,2023-08-31T05:42:21.057Z
935,کفرا,فراورده‌ های نسوزایران‌,23837844039713715,300,IRO1NASI0001,IRO1NASI0003,ساير محصولات كاني غيرفلزي,54 ,2023-08-31T05:42:21.609Z
937,فاما,صنعتی آما,34673681828119297,300,IRO1SAMA0001,IRO1SAMA0002,ساخت محصولات فلزي,28 ,2023-08-31T05:42:21.766Z
939,ونیرو,سرمایه‌گذارینیرو,62603302940123327,300,IRO1SNRO0001,IRO1SNRO0006,عرضه برق، گاز، بخاروآب گرم,40 ,2023-08-31T05:42:21.916Z
945,ممسنی,پتروشیمی ممسنی,7505990056227818,309,IRO7PMMP0001,IRO7PMMP0008,محصولات شيميايي,44 ,2023-08-31T05:42:22.310Z
862,بکام,کارخانجات تولیدی شهید قندی,22382156782768756,300,IRO1KGND0001,IRO1KGND0000,ماشين آلات و دستگاه‌هاي برقي,31 ,2023-08-31T05:42:16.580Z
866,کپشیر,پشم‌شیشه‌ایران‌,57639364758870873,300,IRO1PSIR0001,IRO1PSIR0002,ساير محصولات كاني غيرفلزي,54 ,2023-08-31T05:42:16.884Z
868,فارس,صنایع پتروشیمی خلیج فارس,25244329144808274,300,IRO1PKLJ0001,IRO1PKLJ0005,محصولات شيميايي,44 ,2023-08-31T05:42:17.031Z
870,فجهان,مجتمع جهان فولاد سیرجان,45507655586782998,303,IRO3SJSZ0001,IRO3SJSZ0006,فلزات اساسي,27 ,2023-08-31T05:42:17.207Z
878,تبرک,گروه کارخانجات صنعتی تبرک,53204330224889981,303,IRO3TIGZ0001,IRO3TIGZ0000,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:17.783Z
882,آریان,سرمایه گذاری پارس آریان,6506179926371994,309,IRO7PAIP0001,IRO7PAIP0008,سرمايه گذاريها,56 ,2023-08-31T05:42:18.057Z
884,بورس,بورس اوراق بهادار تهران,60523145697836739,300,IRO1BORS0001,IRO1BORS0000,فعاليتهاي كمكي به نهادهاي مالي واسط,67 ,2023-08-31T05:42:18.177Z
888,ودانا,سرمایه گذاری دانایان,66424163876658304,309,IRO7DANP0001,IRO7DANP0005,سرمايه گذاريها,56 ,2023-08-31T05:42:18.477Z
890,وآرین,شرکت توسعه اقتصادی آرین,24212636157410845,309,IRO7ARNP0001,IRO7ARNP0009,سرمايه گذاريها,56 ,2023-08-31T05:42:18.598Z
892,لخانه,لوازم‌ خانگی پارس‌,56006915451245411,309,IRO7LKPP0001,IRO7LKPP0001,ماشين آلات و تجهيزات,29 ,2023-08-31T05:42:18.715Z
894,بنیرو,نیروترانس‌,20453828618330936,300,IRO1NIRO0001,IRO1NIRO0008,ماشين آلات و دستگاه‌هاي برقي,31 ,2023-08-31T05:42:18.858Z
908,خبازرس,بازرسی مهندسی و صنعتی ایران,19310456400689867,309,IRO7IEIP0001,IRO7IEIP0003,فعاليت مهندسي، تجزيه، تحليل و آزمايش فني,71 ,2023-08-31T05:42:19.785Z
910,فسوژ,سوژمیران,56375665074210467,303,IRO3SOJZ0001,IRO3SOJZ0000,فلزات اساسي,27 ,2023-08-31T05:42:19.908Z
916,خودرو,ایران‌ خودرو,65883838195688438,300,IRO1IKCO0001,IRO1IKCO0008,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:20.351Z
918,شفا,سرمایه گذاری شفادارو,36899214178084525,300,IRO1SHFA0001,IRO1SHFA0004,مواد و محصولات دارويي,43 ,2023-08-31T05:42:20.471Z
924,قپیرا,فرآورده‌هایغداییوقندپیرانشهر,67030488744129337,300,IRO1GPSH0001,IRO1GPSH0006,قند و شكر,38 ,2023-08-31T05:42:20.857Z
926,رانفور,خدمات‌انفورماتیک‌,40505767672724777,300,IRO1INFO0001,IRO1INFO0002,رايانه و فعاليت‌هاي وابسته به آن,72 ,2023-08-31T05:42:20.993Z
930,خکمک,کمک‌فنرایندامین‌,19257295292088310,300,IRO1INDM0001,IRO1INDM0006,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:21.269Z
932,بپیوند,برق و انرژی پیوندگستر پارس,64619251116188373,303,IRO3PGRZ0001,IRO3PGRZ0003,عرضه برق، گاز، بخاروآب گرم,40 ,2023-08-31T05:42:21.430Z
936,چکارن,کارتن‌ ایران‌,53113471126689455,300,IRO1KRTI0001,IRO1KRTI0006,محصولات كاغذي,21 ,2023-08-31T05:42:21.679Z
938,ودی,بیمه  دی,43966385447049549,303,IRO3BMDZ0001,IRO3BMDZ0007,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:21.831Z
940,اپال,فرآوری معدنی اپال کانی پارس,655060129740445,300,IRO1OPAL0001,IRO1OPAL0000,استخراج كانه هاي فلزي,13 ,2023-08-31T05:42:21.974Z
942,شبندر,پالایش نفت بندرعباس,35366681030756042,300,IRO1PNBA0001,IRO1PNBA0003,فراورده هاي نفتي، كك و سوخت هسته اي,23 ,2023-08-31T05:42:22.132Z
948,وسینا,بانک سینا,45050389997905274,300,IRO1VSIN0001,IRO1VSIN0008,بانكها و موسسات اعتباري,57 ,2023-08-31T05:42:22.512Z
954,اتکام,بیمه اتکایی امین,27405735172634593,300,IRO1ETKA0001,IRO1ETKA0009,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:22.919Z
956,فپنتا,سپنتا,68488673556087148,300,IRO1SPTA0001,IRO1SPTA0008,فلزات اساسي,27 ,2023-08-31T05:42:23.069Z
958,غسالم,سالمین‌,28672095850798501,300,IRO1SLMN0001,IRO1SLMN0004,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:23.188Z
962,وآوا,سرمایه گذاری آوا نوین,22490169030401337,303,IRO3ANIZ0001,IRO3ANIZ0002,سرمايه گذاريها,56 ,2023-08-31T05:42:23.437Z
964,حسینا,توسعه خدمات دریایی وبندری سینا,1625149423498289,303,IRO3SMBZ0001,IRO3SMBZ0000,حمل ونقل، انبارداري و ارتباطات,60 ,2023-08-31T05:42:23.557Z
968,تاپیکو,س. نفت و گاز و پتروشیمی تأمین,22560050433388046,300,IRO1PTAP0001,IRO1PTAP0001,محصولات شيميايي,44 ,2023-08-31T05:42:23.823Z
970,وبهمن,سرمایه‌گذاریبهمن‌,18063426072758458,300,IRO1SBAH0001,IRO1SBAH0008,سرمايه گذاريها,56 ,2023-08-31T05:42:23.942Z
972,چخزر,صنایع چوب خزر کاسپین,41122066907413786,303,IRO3CAWZ0001,IRO3CAWZ0007,محصولات چوبي,20 ,2023-08-31T05:42:24.114Z
974,حپارسا,توسعه حمل و نقل ریلی پارسیان,917857106093847,303,IRO3HPRZ0001,IRO3HPRZ0002,حمل ونقل، انبارداري و ارتباطات,60 ,2023-08-31T05:42:24.230Z
976,دجابر,داروسازی جابرابن‌حیان‌,33406621820337161,300,IRO1DJBR0001,IRO1DJBR0004,مواد و محصولات دارويي,43 ,2023-08-31T05:42:24.380Z
980,جهرم,پتروشیمی جهرم,49674915481184052,309,IRO7PJHP0001,IRO7PJHP0000,محصولات شيميايي,44 ,2023-08-31T05:42:24.664Z
982,شصدف,صنعتی دوده فام,204092872752957,303,IRO3SDFZ0001,IRO3SDFZ0007,محصولات شيميايي,44 ,2023-08-31T05:42:24.781Z
984,کلوند,کاشی الوند,32678431934327184,300,IRO1ALVN0001,IRO1ALVN0003,كاشي و سراميك,49 ,2023-08-31T05:42:24.902Z
986,کماسه,تامین‌ ماسه‌ ریخته‌گری,67690708346979840,300,IRO1TAMI0001,IRO1TAMI0003,استخراج ساير معادن,14 ,2023-08-31T05:42:25.042Z
988,زفجر,کشاورزی و دامپروری فجر اصفهان,36844527173896115,303,IRO3FAHZ0001,IRO3FAHZ0003,زراعت و خدمات وابسته,01 ,2023-08-31T05:42:25.165Z
990,بفجر,فجر انرژی خلیج فارس,46178280540110577,300,IRO1BFJR0001,IRO1BFJR0002,عرضه برق، گاز، بخاروآب گرم,40 ,2023-08-31T05:42:25.355Z
994,هرمز,فولاد هرمزگان جنوب,70498485598181604,303,IRO3FOHZ0001,IRO3FOHZ0007,فلزات اساسي,27 ,2023-08-31T05:42:25.628Z
996,سصوفی,سیمان‌ صوفیان‌,13227300125161435,300,IRO1SSOF0001,IRO1SSOF0005,سيمان، آهك و گچ,53 ,2023-08-31T05:42:25.752Z
998,پتایر,ایران‌ تایر,41935584690956944,300,IRO1TAIR0001,IRO1TAIR0008,لاستيك و پلاستيك,25 ,2023-08-31T05:42:25.873Z
1002,قزوین,کارخانجات‌ قند قزوین‌,15259343650667588,300,IRO1GGAZ0001,IRO1GGAZ0005,قند و شكر,38 ,2023-08-31T05:42:26.148Z
1004,وآتوس,توسعه س. کشاورزی آرین توسکا,17269972595370241,309,IRO7ATSP0001,IRO7ATSP0002,سرمايه گذاريها,56 ,2023-08-31T05:42:26.289Z
1016,واحصا,احیاء صنایع خراسان,53647874954005806,309,IRO7VHSP0001,IRO7VHSP0001,سرمايه گذاريها,56 ,2023-08-31T05:42:27.199Z
1020,شلرد,کود شیمیایی اوره لردگان,56429431740318486,309,IRO7SHLP0001,IRO7SHLP0003,محصولات شيميايي,44 ,2023-08-31T05:42:27.494Z
1022,خنصیر,مهندسینصیرماشین‌,17834623106317041,300,IRO1MNSR0001,IRO1MNSR0008,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:27.665Z
1026,سفارود,کارخانه فارسیت درود,4686607974846832,309,IRO7SFAP0001,IRO7SFAP0008,ساير محصولات كاني غيرفلزي,54 ,2023-08-31T05:42:27.946Z
951,سپیدار,سپیدار سیستم آسیا,29590002988360984,303,IRO3SSYZ0001,IRO3SSYZ0007,رايانه و فعاليت‌هاي وابسته به آن,72 ,2023-08-31T05:42:22.716Z
957,گشان,توسعه بین المللی پدیده شاندیز,70391097626818082,309,IRO7PSDP0001,IRO7PSDP0003,هتل و رستوران,55 ,2023-08-31T05:42:23.125Z
959,دکپسول,تولید ژلاتین کپسول ایران,52382684379473036,303,IRO3IGCZ0001,IRO3IGCZ0009,مواد و محصولات دارويي,43 ,2023-08-31T05:42:23.246Z
963,فباهنر2,مس‌ شهیدباهنر,31967468086681253,300,IRO1BAHN0002,IRO1BAHN0003,فلزات اساسي,27 ,2023-08-31T05:42:23.496Z
975,وحافظ,بیمه حافظ,5128151910501174,309,IRO7HFZP0001,IRO7HFZP0002,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:24.286Z
977,خزامیا,زامیاد,2589887561569709,300,IRO1ZMYD0001,IRO1ZMYD0002,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:24.448Z
983,ولکار,لیزینگ کارآفرین,61469668095573716,300,IRO1LKAR0001,IRO1LKAR0002,ساير واسطه گريهاي مالي,58 ,2023-08-31T05:42:24.843Z
985,گکیش,توریستی ورفاهی آبادگران کیش,44665761767777759,309,IRO7TRKP0001,IRO7TRKP0001,هتل و رستوران,55 ,2023-08-31T05:42:24.983Z
987,وگردش2,بانک گردشگری,67467233352325215,309,IRO7GRDZ0002,IRO7GRDZ0003,بانكها و موسسات اعتباري,57 ,2023-08-31T05:42:25.101Z
989,وفردا,بیمه هوشمند فردا 50% تادیه,36235343945196457,309,IRO7HFIZ0001,IRO7HFIZ0001,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:25.292Z
991,سرود,سیمان‌شاهرود,11964419322927535,300,IRO1SROD0001,IRO1SROD0008,سيمان، آهك و گچ,53 ,2023-08-31T05:42:25.420Z
